original,corrected
پاسپورت های,پاسپورت‌های
پاسخ ش,پاسخش
پاسخهای,پاسخ‌های
پاسخ های,پاسخ‌های
پاسخهایی,پاسخ‌هایی
پاسخ هایی,پاسخ‌هایی
پاشنه ی,پاشنه‌ی
پا فشاری,پافشاری
پاککن,پاک‌کن
پاک کن,پاک‌کن
پالایشگاههای,پالایشگاه‌های
پالایشگاه های,پالایشگاه‌های
پالتو های,پالتوهای
پالونه های,پالونه‌های
پنصد,پانصد
پانویسها,پانویس‌ها
پانویس ها,پانویس‌ها
پا هام,پاهام
پا های,پاهای
پا هایش,پاهایش
پایاننامه,پایان‌نامه
پایان نامه,پایان‌نامه
پایانه های,پایانه‌های
پایانه ی,پایانه‌ی
پایانیترین,پایانی‌ترین
پایانی ترین,پایانی‌ترین
پایبست,پای‌بست
پای بست,پای‌بست
پایتختها,پایتخت‌ها
پایتخت ها,پایتخت‌ها
پایه دار,پایه‌دار
پایه گذاران,پایه‌گذاران
پایه ها,پایه‌ها
پایه های,پایه‌های
پایه ی,پایه‌ی
پایینتره,پایین تره
پایینتر,پایین‌تر
پایین تر,پایین‌تر
پایینتره,پایین‌تره
پایین تره,پایین‌تره
پایینترین,پایین‌ترین
پایین ترین,پایین‌ترین
پایینها,پایین‌ها
پایین ها,پایین‌ها
پتانسیلهای,پتانسیل‌های
پتانسیل های,پتانسیل‌های
پتو ها,پتوها
پخته اند,پخته‌اند
پخته ای,پخته‌ای
پخته ی,پخته‌ی
پخشگر,پخش‌گر
پخش گر,پخش‌گر
پخمه ی,پخمه‌ی
پدآفند گران,پدآفندگران
پدر ان,پدران
پدر بزرگش,پدربزرگش
پدر بزرگم,پدربزرگم
پدر ترن,پدرترن
پدر خوانده,پدرخوانده
پدر ش,پدرش
پدیداورنده,پدیدآورنده
پدیده ای,پدیده‌ای
پدیده ها,پدیده‌ها
پدیده های,پدیده‌های
پدیده ی,پدیده‌ی
پذیر تر,پذیرتر
پذیرفتنیتر,پذیرفتنی‌تر
پذیرفتنی تر,پذیرفتنی‌تر
پربیننده ترین,پر بیننده‌ترین
پر بیننده ترین,پر بیننده‌ترین
پرشوری,پر شوری
پرفشاری,پر فشاری
پر آوازه,پرآوازه
پر ادویه ی,پرادویه‌ی
پرادویه ی,پرادویه‌ی
پر ارتفاع,پرارتفاع
پر ارج,پرارج
پر ارزش,پرارزش
پر استعداد,پراستعداد
پر استقامت,پراستقامت
پر اطناب,پراطناب
پراکنترین,پراکن‌ترین
پراکن ترین,پراکن‌ترین
پراکنده اند,پراکنده‌اند
پر انرژی,پرانرژی
پر انگاشت,پرانگاشت
پر اهمیت,پراهمیت
پر بار,پربار
پر برگ,پربرگ
پر بها,پربها
پر بیننده,پربیننده
پر پشت,پرپشت
پر پیچ,پرپیچ
پرتاب راه,پرتابراه
پرتابگر,پرتاب‌گر
پرتاب گر,پرتاب‌گر
پرتابه ای,پرتابه‌ای
پرتابه های,پرتابه‌های
پر تاوی,پرتاوی
پر تجمل,پرتجمل
پر تصنعی,پرتصنعی
پرتقالها,پرتقال‌ها
پرتقال ها,پرتقال‌ها
پرتقالهای,پرتقال‌های
پرتقال های,پرتقال‌های
پر تلاطم,پرتلاطم
پر تلفات,پرتلفات
پر توانی,پرتوانی
پرتو ها,پرتوها
پرتو های,پرتوهای
پر ثمر,پرثمر
پر جذب های,پرجذب‌های
پرجذب های,پرجذب‌های
پر جلوه,پرجلوه
پر جمعیت,پرجمعیت
پر جمعیت ترین,پرجمعیت‌ترین
پرجمعیت ترین,پرجمعیت‌ترین
پرجنبوجوشتر,پرجنب‌وجوش‌تر
پرجنب وجوش‌تر,پرجنب‌وجوش‌تر
پرجنب‌وجوش تر,پرجنب‌وجوش‌تر
پرجنب وجوش تر,پرجنب‌وجوش‌تر
پر جوش,پرجوش
پر چانگی,پرچانگی
پرچمها,پرچم‌ها
پرچم ها,پرچم‌ها
پرچمهای,پرچم‌های
پرچم های,پرچم‌های
پرچمهایی,پرچم‌هایی
پرچم هایی,پرچم‌هایی
پر حرارت,پرحرارت
پر حرف,پرحرف
پر خشونت,پرخشونت
پر خشونتی,پرخشونتی
پر خطر,پرخطر
پرداختکرد,پرداخت کرد
پرداخته ام,پرداخته‌ام
پرداختهای,پرداخت‌های
پرداخت های,پرداخت‌های
پرداخته ی,پرداخته‌ی
پردازانه ای,پردازانه‌ای
پردازیهای,پردازی‌های
پردازی های,پردازی‌های
پر درخشش,پردرخشش
پردستانداز,پردست‌انداز
پردست انداز,پردست‌انداز
پردهبرداشتن,پرده برداشتن
پردهبرداری,پرده‌برداری
پرده برداری,پرده‌برداری
پرده پوشی,پرده‌پوشی
پرده دار,پرده‌دار
پرده ها,پرده‌ها
پرده های,پرده‌های
پرده هایی,پرده‌هایی
پرده ی,پرده‌ی
پر دوام,پردوام
پر رنگ,پررنگ
پر رو,پررو
پر رونق,پررونق
پر رونقی,پررونقی
پر رویی,پررویی
پر زحمت,پرزحمت
پرز داری,پرزداری
پر زوری,پرزوری
پرستوا ر,پرستوار
پر سرصدا,پرسرصدا
پر سروصدا,پرسروصدا
پر سر و صدای,پرسروصدای
پرسشانگیز,پرسش‌انگیز
پرسش انگیز,پرسش‌انگیز
پرسشنامه ها,پرسشنامه‌ها
پرسشها,پرسش‌ها
پرسش ها,پرسش‌ها
پرسشهای,پرسش‌های
پرسش های,پرسش‌های
پرسشهایی,پرسش‌هایی
پرسش هایی,پرسش‌هایی
پر طاقت,پرطاقت
پر طرفدار,پرطرفدار
پر طنین,پرطنین
پر طنینی,پرطنینی
پر ظرافت,پرظرافت
پر عسرت,پرعسرت
پر عضله,پرعضله
پر غلغله تان,پرغلغله‌تان
پرغلغله تان,پرغلغله‌تان
پر فروش,پرفروش
پرفروشترین,پرفروش‌ترین
پرفروش ترین,پرفروش‌ترین
پر فشار,پرفشار
پر فعالیت,پرفعالیت
پر قدرت,پرقدرت
پر کار,پرکار
پر کاربرد ترین,پرکاربردترین
پر کرشمه,پرکرشمه
پر کن,پرکن
پر گره,پرگره
پر گناه,پرگناه
پر گویی,پرگویی
پر ماجرا,پرماجرا
پر ماجرایی,پرماجرایی
پر مخاطره,پرمخاطره
پر مدعایی,پرمدعایی
پرمشغله ای,پرمشغله‌ای
پر مشقت,پرمشقت
پر مهر,پرمهر
پر ناز,پرناز
پر نخوت,پرنخوت
پرنده اند,پرنده‌اند
پرنده ای,پرنده‌ای
پرنده ی,پرنده‌ی
پر نقص,پرنقص
پر نور,پرنور
پر های,پرهای
پرهزینه ی,پرهزینه‌ی
پرههای,پره‌های
پره های,پره‌های
پروازتهور,پرواز تهور
پرواز ها,پروازها
پرواز های,پروازهای
پرواز هایی,پروازهایی
پروازیهای,پروازی‌های
پروازی های,پروازی‌های
پر واضح,پرواضح
پروا گری,پرواگری
پروانه ای,پروانه‌ای
پروانه ها,پروانه‌ها
پروانه های,پروانه‌های
پروانه هایی,پروانه‌هایی
پروانه ی,پروانه‌ی
پروتئینها,پروتئین‌ها
پروتئین ها,پروتئین‌ها
پروتستانها,پروتستان‌ها
پروتستان ها,پروتستان‌ها
پروتونها,پروتون‌ها
پروتون ها,پروتون‌ها
پرورد گاه,پروردگاه
پرورده ی,پرورده‌ی
پرورش گاه,پرورشگاه
پروژه اش,پروژه‌اش
پروژه ها,پروژه‌ها
پروژه های,پروژه‌های
پرونده ها,پرونده‌ها
پرونده هاست,پرونده‌هاست
پرونده های,پرونده‌های
پرونده ی,پرونده‌ی
پر یپچ,پریپچ
پریده ی,پریده‌ی
پریها,پری‌ها
پری ها,پری‌ها
پریود ها,پریودها
پریود های,پریودهای
پزشکها,پزشک‌ها
پزشک ها,پزشک‌ها
پژمرده شان,پژمرده‌شان
پژوهشکده ی,پژوهشکده‌ی
پژوهشهای,پژوهش‌های
پژوهش های,پژوهش‌های
پسافتاد,پس افتاد
پسافکندن,پس افکندن
پسکشند,پس کشند
پسانداز,پس‌انداز
پس انداز,پس‌انداز
پساندازهای,پس‌اندازهای
پس انداز های,پس‌اندازهای
پس‌انداز های,پس‌اندازهای
پس اندازهای,پس‌اندازهای
پستتبار,پست تبار
پستانبند,پستان‌بند
پستان بند,پستان‌بند
پستانهای,پستان‌های
پستان های,پستان‌های
پستتر,پست‌تر
پست تر,پست‌تر
پستترین,پست‌ترین
پست ترین,پست‌ترین
پست چی,پست‌چی
پستخانه,پست‌خانه
پست خانه,پست‌خانه
پستفطرت,پست‌فطرت
پست فطرت,پست‌فطرت
پستها,پست‌ها
پست ها,پست‌ها
پستهی,پسته‌ی
پسته ی,پسته‌ی
پستو های,پستوهای
پسراهل,پسر اهل
پسربچه ها,پسربچه‌ها
پسر جان,پسرجان
پسر جون,پسرجون
پسر ش,پسرش
پسر ها,پسرها
پسزمینهای,پس‌زمینه‌ای
پس زمینه‌ای,پس‌زمینه‌ای
پس‌زمینه ای,پس‌زمینه‌ای
پس زمینه ای,پس‌زمینه‌ای
پسفردا,پس‌فردا
پس فردا,پس‌فردا
پس گشت نامه های,پس‌گشت‌نامه‌های
پس‌گشت‌نامه های,پس‌گشت‌نامه‌های
پس‌گشت نامه های,پس‌گشت‌نامه‌های
پس گشت‌نامه های,پس‌گشت‌نامه‌های
پس‌گشت نامه‌های,پس‌گشت‌نامه‌های
پس گشت نامه‌های,پس‌گشت‌نامه‌های
پس گشت‌نامه‌های,پس‌گشت‌نامه‌های
پسماندهها,پسمانده‌ها
پسمانده ها,پسمانده‌ها
پسماندهی,پسمانده‌ی
پسمانده ی,پسمانده‌ی
پشتسر,پشت سر
پشتصحنهی,پشت‌صحنه‌ی
پشت صحنه ی,پشت‌صحنه‌ی
پشت صحنه‌ی,پشت‌صحنه‌ی
پشت‌صحنه ی,پشت‌صحنه‌ی
پشته ای,پشته‌ای
پشته ی,پشته‌ی
پشتواره های,پشتواره‌های
پشمچینی,پشم‌چینی
پشم چینی,پشم‌چینی
پشه ها,پشه‌ها
پکهای,پک‌های
پک های,پک‌های
پلزده,پل زده
پلاستیکها,پلاستیک‌ها
پلاستیک ها,پلاستیک‌ها
پلتفرمهای,پلتفرم‌های
پلتفرم های,پلتفرم‌های
پلسازی,پل‌سازی
پل سازی,پل‌سازی
پلکهایش,پلک هایش
پلکهای,پلک‌های
پلک های,پلک‌های
پلها,پل‌ها
پل ها,پل‌ها
پلهای,پله‌ای
پله ای,پله‌ای
پلهها,پله‌ها
پله ها,پله‌ها
پله های,پله‌های
پله ی,پله‌ی
پلو پز,پلوپز
پلیسها,پلیس‌ها
پلیس ها,پلیس‌ها
پلیکانها,پلیکان‌ها
پلیکان ها,پلیکان‌ها
پناهندهها,پناهنده‌ها
پناهنده ها,پناهنده‌ها
پنبه ای,پنبه‌ای
پنجتا,پنج تا
پنجره اش,پنجره‌اش
پنجره ای,پنجره‌ای
پنجره ها,پنجره‌ها
پنجره های,پنجره‌های
پنجره هایی,پنجره‌هایی
پنج شنبه,پنج‌شنبه
پنجشنبه ها,پنج‌شنبه‌ها
پنج شنبه ها,پنج‌شنبه‌ها
پنج شنبه‌ها,پنج‌شنبه‌ها
پنج‌شنبه ها,پنج‌شنبه‌ها
پنجشنبه هایی,پنجشنبه‌هایی
پنجگانه,پنج‌گانه
پنج گانه,پنج‌گانه
پنجه های,پنجه‌های
پنجه ی,پنجه‌ی
پندآموزیهای,پندآموزی‌های
پندآموزی های,پندآموزی‌های
پند آمیز,پندآمیز
پندار ش,پندارش
پندارهگرایی,پنداره گرایی
پنداشتهاند,پنداشته‌اند
پنداشته اند,پنداشته‌اند
پند های,پندهای
پنکه ی,پنکه‌ی
پنهانداری,پنهان‌داری
پنهان داری,پنهان‌داری
پهناور ترین,پهناورترین
پهنترین,پهن‌ترین
پهن ترین,پهن‌ترین
پهنههای,پهنه‌های
پهنه های,پهنه‌های
پهنه ی,پهنه‌ی
پوتینهای,پوتین‌های
پوتین های,پوتین‌های
پور تر,پورتر
پوره ی,پوره‌ی
پوزه بند,پوزه‌بند
پوزه ی,پوزه‌ی
پوستخراش,پوست‌خراش
پوست خراش,پوست‌خراش
پوستکلفت,پوست‌کلفت
پوست کلفت,پوست‌کلفت
پوستها,پوست‌ها
پوست ها,پوست‌ها
پوسته ی,پوسته‌ی
پوسیده ی,پوسیده‌ی
پوشانده اند,پوشانده‌اند
پوشانه ی,پوشانه‌ی
پوششهای,پوشش‌های
پوشش های,پوشش‌های
پوشیده اند,پوشیده‌اند
پوشیده ای,پوشیده‌ای
پوکرباز ها,پوکربازها
پولاد سازی,پولادسازی
پولدار,پول‌دار
پول دار,پول‌دار
پولداره,پول‌داره
پول داره,پول‌داره
پولکدار,پولک‌دار
پولک دار,پولک‌دار
پولها,پول‌ها
پول ها,پول‌ها
پولهاتو,پول‌هاتو
پول هاتو,پول‌هاتو
پولهای,پول‌های
پول های,پول‌های
پولهایش,پول‌هایش
پول هایش,پول‌هایش
